1984,105,Beverly Hills Cop,Comedy,"Murphy, Eddie","Brest, Martin"
1991,86,Blind Man's Bluff,Mystery,"Urich, Robert","Quinn, James"
1961,140,La Dolce Vita,Drama,"Mastroianni, Marcello","Fellini, Federico"
1966,103,After the Fox,Comedy,"Sellers, Peter","De Sica, Vittorio"
1974,127,"Man with the Golden Gun, The",Action,"Moore, Roger","Hamilton, Guy"
1985,96,Marbella,Action,"Taylor, Rod","Hermoso, Miguel"
1967,103,"Bobo, The",Comedy,"Sellers, Peter","Parrish, Robert"
1993,53,"Big Bands, The",Music,"Beneke, Tex",
1992,97,Killer Image.,Mystery,"Ironside, Michael","Winning, David"
1987,94,Kandyland,Drama,"Laulette, Charles","Schnitzer, Robert Allen"
1987,94,Campus Man,Drama,"Dye, John","Casden, Ron"
1956,101,Jubal,Drama,"Ford, Glenn","Daves, Delmer"
1985,84,"Purple Rose of Cairo, The",Comedy,"Aiello, Danny","Allen, Woody"
1984,85,Broadway Danny Rose,Comedy,"Allen, Woody","Allen, Woody"
1992,108,Husbands & Wives,Comedy,"Allen, Woody","Allen, Woody"
1986,103,Hannah & Her Sisters,Comedy,"Caine, Michael","Allen, Woody"
1979,115,Hurricane,Action,"Robards, Jason","Troell, Jan"
1986,95,Between Two Women,Drama,"Nouri, Michael","Avnet, John"
1981,96,"Cannonball Run, The",Comedy,"Reynolds, Burt","Needham, Hal"
1936,70,Doughnuts & Society,Comedy,"Nugent, Eddie","Collins, Lewis D."
1978,450,Holocaust,Drama,"Bottoms, Joseph","Chomsky, Marvin J."
1990,103,Meridian,Science Fiction,"Jamieson, Malcolm","Band, Charles"
1992,90,Diary of a Hitman,Drama,"Whitaker, Forest","London, Roy"
1988,95,Gor,Action,"Reed, Oliver","Kiersch, Fritz"
1987,95,Surrender,Comedy,"Caine, Michael","Belson, Jerry"
1984,112,Places in the Heart,Drama,"Harris, Ed","Benton, Robert"
1991,106,Not Without My Daughter,Drama,"Molina, Alfred","Gilbert, Brian"
1977,113,Heroes,Drama,"Winkler, Henry","Kagan, Jeremy Paul"
1981,116,Absence of Malice,Drama,"Newman, Paul","Pollack, Sydney"
1979,110,Norma Rae,Drama,"Bridges, Beau","Ritt, Martin"
1989,118,Steel Magnolias,Drama,"Skerritt, Tom","Ross, Herbert"
1989,101,"Burbs, The",Comedy,"Hanks, Tom","Dante, Joe"
1980,124,"Empire Strikes Back, The",Science Fiction,"Hamill, Mark","Kershner, Irvin"
1977,121,Star Wars,Science Fiction,"Hamill, Mark","Lucas, George"
1983,132,Return of the Jedi,Science Fiction,"Hamill, Mark","Marquand, Richard"
1991,104,Hear My Song,Drama,"Dunbar, Adrian","Chelsom, Peter"
1956,99,Slightly Scarlet,Action,"Payne, John","Dwan, Allan"
1957,120,Gunfight at the OK Corral,Western,"Lancaster, Burt","Sturges, John"
1990,89,Bloodsucking Pharaohs in Pittsburgh,Comedy,"Dengel, Jake","Smithey, Alan"
1972,129,Roma,Drama,"Gonzales, Peter","Fellini, Federico"
1979,122,"China Syndrome, The",Drama,"Douglas, Michael","Bridges, James"
1986,100,"Morning After, The",Mystery,"Bridges, Jeff","Lumet, Sidney"
1971,114,Klute,Drama,"Sutherland, Donald","Pakula, Alan J."
1979,113,"Electric Horseman, The",Comedy,"Redford, Robert","Pollack, Sydney"
1965,97,Cat Ballou,Comedy,"Marvin, Lee","Silverstein, Elliot"
1940,130,Rebecca,Drama,"Olivier, Laurence","Hitchcock, Alfred"
1944,96,Jane Eyre,Drama,"Welles, Orson","Stevenson, Robert"
1973,87,Stacey!,Action,"Randall, Anne","Sidaris, Andy"
1992,85,Naked Obsession,Mystery,"Katt, William","Golden, Dan"
1989,83,"Stripped to Kill II, Live Girls",Mystery,"Lottimer, Ed","Ruben, Katt Shea"
1990,94,"Rain Killer, The",Mystery,"Sharkey, Ray","Stein, Ken"
1983,95,Valley Girl,Comedy,"Cage, Nicolas","Coolidge, Martha"
1991,118,"Silence of the Lambs, The",Mystery,"Hopkins, Anthony","Demme, Jonathan"
1988,98,Stealing Home,Drama,"Harmon, Mark","Kampmann, Steven "
1972,92,Napoleon & Samantha,Comedy,"Douglas, Michael","McEveety, Bernard"
1989,103,My Left Foot,Drama,"Day-Lewis, Daniel","Sheridan, Jim"
1987,92,Back to the Beach,Comedy,"Avalon, Frankie","Hobbs, Lyndall"
1934,85,"Painted Veil, The",Drama,"Marshall, Herbert","Boleslawski, Richard"
1931,74,Inspiration,Drama,"Apfel, Oscar","Brown, Clarence"
1930,92,Anna Christie,Drama,"Bickford, Charles","Brown, Clarence"
1926,109,"Flesh & the Devil, The",Drama,"Gilbert, John","Brown, Clarence"
1928,90,Woman of Affairs,Drama,"Gilbert, John","Brown, Clarence"
1935,96,Anna Karenina,Drama,"March, Fredric","Brown, Clarence"
1936,110,Camille,Drama,"Taylor, Robert","Cukor, George"
1931,91,Mata Hari,Drama,"Novarro, Ramon","Fitzmaurice, George"
1929,100,Wild Orchids,Drama,"Stone, Lewis","Franklin, Sidney"
1932,112,Grand Hotel,Drama,"Barrymore, John","Goulding, Edmund"
1931,84,"Susan Lennox, Her Fall & Rise",Drama,"Hale, Alan","Leonard, Robert Z."
1939,108,Ninotchka,Comedy,"Douglas, Melvyn","Lubitsch, Ernst"
1933,97,Queen Christina,Drama,"Gilbert, John","Mamoulian, Rouben"
1928,96,"Mysterious Lady, The",Drama,"Nagel, Conrad","Niblo, Fred"
1925,125,Joyless Street,Drama,"Stuart, Henry","Pabst, Georg Wilhelm"
1929,74,"Single Standard, The",Drama,"Asther, Nils","Robertson, John S."
1932,71,As You Desire Me,Drama,"Douglas, Melvyn",
1930,76,Romance,Drama,"Stone, Lewis",
1962,105,A Child Is Waiting,Drama,"Lancaster, Burt","Cassavetes, John"
1982,116,Tootsie,Comedy,"Hoffman, Dustin","Pollack, Sydney"
1989,86,Let It Ride,Comedy,"Dreyfuss, Richard","Pytka, Joe"
1953,120,Julius Caesar,Drama,"Brando, Marlon","Mankiewicz, Joseph L."
1979,120,Nineteen Forty-One,Comedy,"Belushi, John","Spielberg, Steven"
1975,124,Jaws,Action,"Scheider, Roy","Spielberg, Steven"
1987,93,Hot Pursuit,Drama,"Cusack, John","Lisberger, Steven"
1989,120,Triumph of the Spirit,Drama,"Dafoe, Willem","Young, Robert M."
1975,111,Brannigan,Drama,"Wayne, John","Hickox, Douglas"
1979,89,Buffet Froid,Comedy,"Depardieu, Gérard","Blier, Bertrand"
1986,122,Salvador,Drama,"Woods, James","Stone, Oliver"
1959,102,"Horse Soldiers, The",Western,"Wayne, John","Ford, John"
1954,108,Long John Silver,Action,"Newton, Robert","Haskin, Byron"
1961,134,"Hustler, The",Drama,"Newman, Paul","Rossen, Robert"
1983,109,"Star Chamber, The",Drama,"Douglas, Michael","Hyam, Peter"
1988,100,Clara's Heart,Drama,"Ontkean, Michael","Mulligan, Robert"
1987,102,Burglar,Comedy,"Goldthwait, Bob","Wilson, Hugh"
1986,120,Comic Relief,Comedy,"Crystal, Billy",
1978,117,Bloodbrothers,Drama,"Sorvino, Paul","Mulligan, Robert"
1988,134,Rain Man,Drama,"Hoffman, Dustin","Levinson, Barry"
1966,95,Masculine Feminine,Drama,"Leaud, Jean-Pierre","Godard, Jean-Luc"
1964,51,"Outer Limits, The",Science Fiction,"Perrin, Vic","Stanley, Paul"
1979,180,"Last Ride of the Dalton Gang, The",Western,"Palance, Jack","Curtis, Dan"
1932,66,Number Seventeen,Crime,"Lion, Leon M.","Hitchcock, Alfred"
1986,120,Manhunter,Drama,"Petersen, William L.","Mann, Michael"
1990,126,"Bonfire of the Vanities, The",Drama,"Hanks, Tom","De Palma, Brian"
1988,115,Working Girl,Comedy,"Ford, Harrison","Nichols, Mike"
1992,133,Shining Through,Mystery,"Douglas, Michael","Seltzer, David"
1991,76,Slumber Party Massacre III,Horror,"Christian, Keely",
1988,99,Tokyo Pop,Comedy,"Tadokoro, Yutaka","Kuzui, Fran Rubel"
1991,136,Terminator 2,Action,"Schwarzenegger, Arnold","Cameron, James"
1984,108,"Terminator, The",Action,"Schwarzenegger, Arnold","Cameron, James"
1986,105,King Kong Lives!,Action,"Kerwin, Brian","Guillermin, John"
1969,125,Those Daring Young Men in Their Jaunty,Comedy,"Curtis, Tony",
1991,186,At Play in the Fields of the Lord,Drama,"Berenger, Tom","Babenco, Hector"
1992,99,Memoirs of an Invisible Man,Comedy,"Chase, Chevy","Carpenter, John"
1985,100,"Clan of the Cave Bear, The",Drama,"Remar, James","Chapman, Michael"
1983,82,"Final Terror, The",Horror,"Zmed, Adrian","Davis, Andrew"
1984,93,Reckless,Drama,"Quinn, Aidan","Foley, James"
1987,107,Roxanne,Comedy,"Martin, Steve","Schepisi, Fred"
1982,117,Blade Runner,Action,"Ford, Harrison","Scott, Ridley"
1987,126,Wall Street,Drama,"Douglas, Michael","Stone, Oliver"
1992,111,Pope of Greenwich Village,Drama,"Rourke, Mickey",
1989,89,After School,Drama,"Bottoms, Sam",
1938,298,Flaming Frontiers,Western,"Brown, Johnny Mack","Taylor, Ray"
1936,89,Libeled Lady,Comedy,"Powell, William","Conway, Jack"
1976,99,Inserts,Drama,"Dreyfuss, Richard","Byrum, John"
1988,88,"Blue Iguana, The",Drama,"McDermott, Dylan","Lafia, John"
1983,93,Tender Mercies,Drama,"Duvall, Robert","Beresford, Bruce"
1987,96,Nights in White Satin,Drama,"Gilman, Kenneth","Barnard, Michael"
1989,87,Videodrome,Horror,"Woods, James","Cronenberg, David"
1991,96,Intimate Stranger,Mystery,"Russo, James","Holzman, Allan"
1986,110,Highlander,Science Fiction,"Lambert, Christopher","Mulcahy, Russell"
1987,93,Bodycount,Action,"White, Bernie",
1989,104,Tango & Cash,Action,"Stallone, Sylvester","Konchalovsky, Andrei"
1970,94,There's a Girl in My Soup,Comedy,"Sellers, Peter","Boulting, Roy"
1984,100,Swing Shift,Drama,"Russell, Kurt","Demme, Jonathan"
1978,112,Foul Play,Comedy,"Chase, Chevy","Higgins, Colin"
1982,109,Best Friends,Comedy,"Reynolds, Burt","Jewison, Norman"
1972,109,Butterflies Are Free,Drama,"Albert, Edward","Katselas, Milton"
1987,112,Overboard,Comedy,"Russell, Kurt","Marshall, Garry"
1974,103,"Girl from Petrovka, The",Drama,"Holbrook, Hal","Miller, Robert Ellis"
1992,102,Housesitter,Comedy,"Martin, Steve","Oz, Frank"
1986,106,Wildcats,Comedy,"Keach, James","Ritchie, Michael"
1984,100,Protocol,Comedy,"Sarandon, Chris","Ross, Herbert"
1980,102,Seems Like Old Times,Comedy,"Chase, Chevy","Sandrich, Jay"
1974,109,"Sugarland Express, The",Drama,"Johnson, Ben","Spielberg, Steven"
1980,110,Private Benjamin,Comedy,"Assante, Armand","Zieff, Howard"
1991,115,Deceived,Mystery,"Heard, John",
1931,95,Arrowsmith,Drama,"Colman, Ronald","Ford, John"
1972,78,Say Goodbye Maggie Cole,Drama,"McGavin, Darren","Taylor, Jud"
1964,132,Circus World,Drama,"Wayne, John","Hathaway, Henry"
1952,98,Affair in Trinidad,Drama,"Ford, Glenn","Sherman, Vincent"
1948,87,Lady from Shanghai,Mystery,"Welles, Orson","Welles, Orson"
1940,81,Lady in Question,Drama,"Aherne, Brian","Vidor, Charles"
1946,110,Gilda,Drama,"Ford, Glenn","Vidor, Charles"
1948,98,"Loves of Carmen, The",Drama,"Ford, Glenn","Vidor, Charles"
1990,105,Dick Tracy,Comedy,"Beatty, Warren","Beatty, Warren"
1964,130,Marnie,Drama,"Connery, Sean","Hitchcock, Alfred"
1987,85,Hot Child in the City,Mystery,"Prysirr, Geof","Florea, John"
1984,90,Johnny Dangerously,Comedy,"Piscopo, Joe","Heckerling, Amy"
1985,95,Stark,Mystery,"Surovy, Nicolas","Holcomb, Rod"
1949,84,Three Strange Loves,Drama,"Malmsten, Birger","Bergman, Ingmar"
1964,170,My Fair Lady,Music,"Harrison, Rex","Cukor, George"
1960,123,"Unforgiven, The",Drama,"Lancaster, Burt","Huston, John"
1976,106,Robin & Marian,Action,"Connery, Sean","Lester, Richard"
1961,109,"Children's Hour, The",Drama,"Garner, James","Wyler, William"
1956,121,"Rainmaker, The",Drama,"Lancaster, Burt","Anthony, Joseph"
1952,95,Pat & Mike,Comedy,"Tracy, Spencer","Cukor, George"
1968,134,"Lion in Winter, THe",Drama,"O'Toole, Peter","Harvey, Anthony"
1991,132,"Sea of Grass, The",Western,"Tracy, Spencer","Kazan, Elia"
1967,108,Guess Who's Coming to Dinner,Drama,"Tracy, Spencer","Kramer, Stanley"
1957,153,Desk Set,Comedy,"Tracy, Spencer","Lang, Walter"
1975,107,Rooster Cogburn,Western,"Wayne, John","Miller, Stuart"
1981,109,On Golden Pond,Drama,"Fonda, Henry","Rydell, Mark"
1991,101,Adam's Rib,Comedy,"Tracy, Spencer",
1991,116,Boom Town,Drama,"Tracy, Spencer",
1991,145,Dragon Seed,Drama,"Tracy, Spencer",
1991,115,Little Women,Drama,"Tracy, Spencer",
1991,113,"Philadelphia Story, The",Comedy,"Tracy, Spencer",
1991,112,Without Love,Comedy,"Tracy, Spencer",
1991,113,Woman of the Year,Comedy,"Tracy, Spencer",
1992,95,Juice,Drama,"Shakur, Tupac","Dickerson, Ernest R."
1986,114,Hoosiers,Drama,"Hackman, Gene","Anspaugh, David"
1987,112,Tin Men,Comedy,"Dreyfuss, Richard","Levinson, Barry"
1988,163,"Last Temptation of Christ, The",Drama,"Dafoe, Willem","Scorsese, Martin"
1991,99,Paris Trout,Drama,"Hopper, Dennis",
1988,87,Souvenir,Drama,"Plummer, Christopher","Reeve, Geoffrey"
1966,120,A Man for All Seasons,Drama,"Shaw, Robert","Zinnemann, Fred"
1986,90,Knights & Emeralds,Drama,"Leadbitter, Bill","Emes, Ian"
1989,83,Masque of the Red Death,Horror,"MacNee, Patrick","Brand, Larry"
1943,265,"Adventures of Smilin' Jack, The",Mystery,"Brown, Tom","Taylor, Ray"
1992,88,Adventures in Dinosaur City,Action,"Katz, Omri","Thompson, Brett"
1987,95,"Allnighter, The",Comedy,"Terlesky, John","Hoffs, Tamar Simon"
1980,99,Caddyshack,Comedy,"Chase, Chevy","Ramis, Harold"
1973,102,Tom Sawyer,Music,"Whitaker, Johnny","Taylor, Don"
1987,94,"Rita, Sue & Bob Too",Comedy,"Finneran, Siohban","Clarke, Alan"
1947,56,Hawk of Powder River,Western,"Dean, Eddie","Taylor, Ray"
1928,148,Tempest,Drama,"Barrymore, John","Taylor, Sam"
1986,90,Running Mates,Drama,"Webb, Greg","Neff, Thomas L."
1987,105,Prettykill,Drama,"Birney, David","Kaczender, George"
1934,80,Judge Priest,Drama,"Rogers, Will","Ford, John"
1950,104,Harvey,Comedy,"Stewart, James","Koster, Henry"
1991,89,If Looks Could Kill,Action,"Grieco, Richard","Wilmington, Michael"
1987,94,Raising Arizona,Comedy,"Cage, Nicolas","Coen, Joel"
1989,114,Once Around,Comedy,"Dreyfuss, Richard","Hallström, Lasse"
1980,110,Loulou,Drama,"Depardieu, Gérard","Pialat, Maurice"
1982,136,"World According to Garp, The",Drama,"Williams, Robin","Hill, George Roy"
1980,106,Virus,Science Fiction,"Kennedy, George","Fukasaku, Kinji"
1940,127,Northwest Passage,Action,"Tracy, Spencer","Vidor, King"
1987,112,Gardens of Stone,Drama,"Caan, James","Coppola, Francis Ford"
1989,121,"Enemies, a Love Story",Drama,"Silver, Ron","Mazursky, Paul"
1992,102,"Addams Family, The",Comedy,"Julia, Raul","Sonnenfeld, B."
1932,65,Freaks,Horror,"Ford, Wallace","Browning, Tod"
1991,108,Necessary Roughness,Comedy,"Bakula, Scott","Dragoti, Stan"
1990,93,A Show of Force,Drama,"Garcia, Andy","Barreto, Bruno"
1980,129,"Competition, The",Drama,"Dreyfuss, Richard","Oliansky, Joel"
1988,97,Crossing Delancey,Comedy,"Riegert, Peter","Silver, Joan Micklin"
1982,120,"State of Things, The",Drama,"Kime, Jeffrey","Wenders, Wim"
1987,89,Business As Usual,Comedy,"Thaw, John","Barrett, Lezli-An"
1973,103,A Touch of Class,Comedy,"Segal, George","Frank, Melvin"
1970,129,Women in Love.,Drama,"Bates, Alan","Russell, Ken"
1988,89,Salome's Last Dance,Comedy,"Johns, Stratford","Russell, Ken"
1986,100,Casino,Mystery,"Connors, Mike","Chaffey, Don"
1955,108,Smiles of a Summer Night,Comedy,"Björnstrand, Gunnar","Bergman, Ingmar"
1989,90,New Year's Day,Comedy,"Jaglom, Henry","Jaglom, Henry"
1981,132,Mephisto,Drama,"Brandauer, Klaus Maria","Szabó, István"
1927,60,Easy Virtue,Mystery,"Dyall, Franklin","Hitchcock, Alfred"
1937,59,Swing It Sailor!,Comedy,"Ford, Wallace",
1991,83,Strictly Business,Comedy,"Davidson, Tommy","Hooks, Kevin"
1983,90,Blame It on Rio,Comedy,"Caine, Michael","Donen, Stanley"
1987,86,Straight to Hell,Action,"Hopper, Dennis","Cox, Alex"
1990,131,A View to a Kill,Action,"Moore, Roger",
1986,100,American Anthem,Drama,"Gaylord, Mitch","Magnoli, Albert"
1963,99,Bedtime Story,Comedy,"Brando, Marlon","Levy, Ralph"
1991,117,"Courtship of Eddie's Father, The",Comedy,"Howard, Ron",
1988,102,"Night Train to Katmandu, THe",Action,"Roberts, Pernell","Wiemer, Robert"
1948,100,Port of Call,Drama,"Eklund, Bengt","Bergman, Ingmar"
1973,103,Paper Moon,Comedy,"O'Neal, Ryan","Bogdanovich, Peter"
1983,97,Yellowbeard,Comedy,"Chapman, Graham","Damski, Mel"
1975,91,Adventures of Sherlock Holmes' Smarter,Comedy,"Wilder, Gene","Wilder, Gene"
1990,108,Flashback,Comedy,"Hopper, Dennis","Amurri, Franco"
1977,89,"World's Greatest Lover, The",Comedy,"Wilder, Gene","Wilder, Gene"
1955,67,Killer's Kiss,Mystery,"Silvera, Frank","Kubrick, Stanley"
1988,103,"Deceivers, The",Action,"Brosnan, Pierce","Meyer, Nicholas"
1983,97,Breathless,Action,"Gere, Richard","McBride, Jim"
1989,145,Born on the Fourth of July,Drama,"Cruise, Tom","Stone, Oliver"
1991,120,Awakenings,Drama,"De Niro, Robert","Marshall, Penny"
1977,94,Annie Hall,Comedy,"Allen, Woody","Allen, Woody"
1979,96,Manhattan,Comedy,"Allen, Woody","Allen, Woody"
1981,195,Reds,Drama,"Beatty, Warren","Beatty, Warren"
1986,105,Crimes of the Heart,Comedy,"Shepard, Sam","Beresford, Bruce"
1977,136,Looking for Mr. Goodbar,Drama,"Atherton, William","Brooks, Richard"
1972,175,"Godfather, The",Drama,"Brando, Marlon","Coppola, Francis Ford"
1974,201,"Godfather, Pt 2., The",Drama,"Pacino, Al","Coppola, Francis Ford"
1976,109,"I Will, I Will...For Now",Comedy,"Gould, Elliott","Panama, Norman"
1972,86,"Play It Again, Sam",Comedy,"Allen, Woody","Ross, Herbert"
1975,82,Love & Death,Comedy,"Allen, Woody",
1973,88,Sleeper,Comedy,"Allen, Woody",
1970,130,Fellini Satyricon,Drama,"Potter, Martin","Fellini, Federico"
1980,117,"Formula, The",Mystery,"Scott, George C.","Avildsen, John G."
1977,143,Black Sunday,Drama,"Shaw, Robert","Frankenheimer, John"
1977,124,Bobby Deerfield,Drama,"Pacino, Al","Pollack, Sydney"
1972,98,Last of the Red Hot Lovers,Comedy,"Arkin, Alan","Saks, Gene"
1953,116,Mogambo,Action,"Gable, Clark","Ford, John"
1955,103,To Catch a Thief,Mystery,"Grant, Cary","Hitchcock, Alfred"
1954,113,Rear Window,Mystery,"Stewart, James","Hitchcock, Alfred"
1945,69,Woman Who Came Back,Drama,"Kruger, Otto","Colmes, Walter"
1939,101,Stanley & Livingstone,Action,"Tracy, Spencer","King, Henry"
1956,129,"Bad Seed, The",Horror,"Jones, Henry","LeRoy, Mervyn"
1989,113,Lethal Weapon 2,Action,"Gibson, Mel","Donner, Richard"
1992,79,Blame It on the Bellboy,Comedy,"Moore, Dudley","Herman, Mark"
1927,62,"Drop Kick, The",Drama,"Barthelmess, Richard","Webb, Millard"
1978,145,"Superman, The Movie",Action,"Brando, Marlon","Donner, Richard"
1987,90,Superman IV: The Quest for Peace,Action,"Reeve, Christopher","Furie, Sidney J."
1970,90,Quackser Fortune Has a Cousin in the Bronx,Comedy,"Wilder, Gene","Waris, Hussein"
1989,96,Dead Calm,Mystery,"Neill, Sam","Noyce, Phillip"
1990,107,Days of Thunder,Action,"Cruise, Tom","Scott, Tony"
1987,101,My Life As a Dog,Comedy,"Glanzelius, Anton","Hallström, Lasse"
1984,150,"Paris, Texas",Drama,"Stanton, Harry Dean","Wenders, Wim"
1984,96,Unfaithfully Yours,Comedy,"Moore, Dudley","Zieff, Howard"
1987,95,Bullseye!,Comedy,"Caine, Michael","Winner, Michael"
1989,104,Erik the Viking,Action,"Robbins, Tim","Jones, Terry"
1987,90,Dragonard,Drama,"Reed, Oliver","Kikoine, Gerard"
1986,90,Hard Choices,Drama,"McCleery, Gary","King, Rick"
1969,102,"Rain People, The",Drama,"Caan, James","Coppola, Francis Ford"
1984,106,A Year of the Quiet Sun,Drama,"Wilson, Scott","Zanussi, Krzystoff"
1935,54,"Desert Trail, The",Western,"Wayne, John","Collins, Lewis D."
1990,98,Almost an Angel,Comedy,"Hogan, Paul","Cornell, John"
1986,98,Crocodile Dundee,Comedy,"Hogan, Paul","Faiman, Peter"
1977,127,"American Friend, The",Mystery,"Hopper, Dennis","Wenders, Wim"
1989,119,See You in the Morning,Drama,"Bridges, Jeff","Pakula, Alan J."
1987,88,"Arrogant, The",Drama,"Graham, Gary","Blot, Philippe"
1989,86,Dracula's Widow,Horror,"Sommer, Josef","Coppola, Christopher"
1987,90,Ninja Masters of Death,Action,"Peterson, Chris","Lambert, Bruce"
1990,110,Mystery Train,Comedy,"Nagase, Masatoshi","Jarmusch, Jim"
1978,114,Go Tell the Spartans,War,"Lancaster, Burt","Post, Ted"
1986,89,True Stories,Comedy,"Goodman, John","Byrne, David"
1953,94,Ugetsu Monogatari,Drama,"Mori, Masayuki","Mizoguchi, Kenji"
1969,80,Rebel Rousers,Action,"Nicholson, Jack","Cohen, Martin B."
1988,98,Plain Clothes,Comedy,"Howard, Arliss","Coolidge, Martha"
1981,119,"Whose Life Is It, Anyway?",Drama,"Dreyfuss, Richard","Badham, John"
1988,116,Running on Empty,Drama,"Hirsch, Judd","Lumet, Sidney"
1990,101,Funny about Love,Comedy,"Wilder, Gene","Nimoy, Leonard"
1985,118,"A Chorus Line, The Movie",Music,"Douglas, Michael","Attenborough, Richard"
1986,84,Stewardess School,Comedy,"Most, Donald","Blancato, Ken"
1987,109,"Big Town, The",Drama,"Dillon, Matt","Bolt, Ben"
1983,94,Rumble Fish,Drama,"Dillon, Matt","Coppola, Francis Ford"
1983,91,"Outsiders, The",Drama,"Howell, C. Thomas","Coppola, Francis Ford"
1990,94,Priceless Beauty,Science Fiction,"Lambert, Christopher","Finch, Charles"
1989,93,Streets of Fire,Action,"Paré, Michael","Hill, Walter"
1990,115,Men Don't Leave,Drama,"Howard, Arliss","Brickman, Paul"
1988,127,Everybody's All American,Romance,"Quaid, Dennis","Hackford, Taylor"
1992,128,Cape Fear,Mystery,"De Niro, Robert","Scorsese, Martin"
1992,121,"Postman Always Rings Twice, The",Mystery,"Nicholson, Jack",
1949,58,Crashing Thru,Western,"Wilson, Whip","Taylor, Ray"
1978,109,Get Out Your Handkerchiefs,Comedy,"Depardieu, Gérard","Blier, Bertrand"
1971,137,"Boy Friend, THe",Music,"Gable, Christopher","Russell, Ken"
1990,100,Hard To Kill,Action,"Seagal, Steven","Malmuth, Bruce"
1960,109,Psycho,Horror,"Perkins, Anthony","Hitchcock, Alfred"
1957,112,Jet Pilot,Action,"Wayne, John","Sternberg, Josef von"
1987,95,Under Cover,Mystery,"Neidorf, David","Stockwell, John"
1951,122,A Streetcar Named Desire,Drama,"Brando, Marlon","Kazan, Elia"
1986,93,"Golden Child, The",Comedy,"Murphy, Eddie","Ritchie, Michael"
1971,84,"Statue, The",Drama,"Niven, David","Amateau, Rod"
1985,128,Christopher Columbus,Drama,"Byrne, Gabriel","Lattuada, Alberto"
1989,116,In Country,Drama,"Willis, Bruce","Jewison, Norman"
1978,132,"Wild Geese, The",Action,"Burton, Richard","McLaglen, Andrew V."
1974,90,"Second Coming of Suzanne., The",Drama,"Dreyfuss, Richard","Barry, Michael"
1980,116,Bronco Billy,Westerns,"Eastwood, Clint","Eastwood, Clint"
1977,109,"Gauntlet, The",Action,"Eastwood, Clint","Eastwood, Clint"
1986,105,Ratboy,Drama,"Townsend, Robert","Locke, Sondra"
1938,96,Lady Vanishes,Mystery,"Redgrave, Michael","Hitchcock, Alfred"
1987,95,"Kitchen Toto, THe",Drama,"Peck, Bob","Hook, Harry"
1959,88,Carlton-Browne of the F.O.,Comedy,Terry-Thomas,"Boulting, Roy"
1929,68,Racketeer,Drama,"Armstrong, Robert","Higgin, Howard"
1941,95,Mr. & Mrs. Smith,Comedy,"Montgomery, Robert","Hitchcock, Alfred"
1986,132,Alrededor de Medianoche,Drama,Francois Cluzet,"Rayfield, David"
1982,101,Losin' It,Comedy,"Cruise, Tom","Hanson, Curtis"
1987,114,Into the Homeland,Action,"Boothe, Powers","Glatter, Lesli Linka"
1991,60,Boxing Babes,Action,"Nichol, Robin","Dell, Stewart"
1991,94,Shock 'em Dead,Horror,"Donahue, Troy","Freed, Mark"
1960,101,Heller in Pink Tights,Drama,"Quinn, Anthony","Cukor, George"
1961,100,Two Women,Drama,"Belmondo, Jean-Paul","De Sica, Vittorio"
1954,107,"Gold of Naples, The",Drama,"De Sica, Vittorio","De Sica, Vittorio"
1963,118,"Yesterday, Today & Tomorrow",Comedy,"Mastroianni, Marcello","De Sica, Vittorio"
1957,109,Legend of the Lost,Action,"Wayne, John","Hathaway, Henry"
1978,111,Brass Target,Action,"Cassavetes, John","Hough, John"
1964,188,"Fall of the Roman Empire, The",Drama,"Boyd, Stphen","Mann, Anthony"
1961,172,El Cid,Drama,"Heston, Charlton","Mann, Anthony"
1958,114,Desire under the Elms,Drama,"Perkins, Anthony","Mann, Delbert"
1953,92,Two Nights with Cleo,Drama,"Sordi, Alberto","Mattoli, Mario"
1977,91,Angela,Drama,"Railsback, Steve","Sagal, Boris"
1977,105,A Special Day,Drama,"Mastroianni, Marcello","Scola, Ettore"
1979,112,Blood Feud,Action,"Mastroianni, Marcello","Wertmuller, Lina"
1991,145,"Sophia Loren, Her Own Story",Drama,"Gavin, John",
1991,130,Man of La Mancha,Music,"O'Toole, Peter",
1992,116,Operation Crossbow,Action,"Peppard, George",
1986,141,Courage,Drama,"Williams, Billy Dee",
1986,94,RAD,Action,"Allen, Bill","Needham, Hal"
1992,98,Secret Admirer,Comedy,"Howell, C. Thomas",
1979,85,Cocaine Cowboys,Action,"Palance, Jack","Lommel, Ulli"
1991,118,Test Pilot,Drama,"Gable, Clark",
1943,64,"Ape Man, The",Horror,"Ford, Wallace","Beaudine, William"
1986,125,"Mission, The",Drama,"De Niro, Robert","Joffe, Roland"
1991,102,Curly Sue,Comedy,"Belushi, Jim","Hughes, John"
1962,150,Lolita,Drama,"Mason, James","Kubrick, Stanley"
1989,101,"Sex, Lies, and Videotape",Drama,"Spader, James","Soderbergh, Steven"
1990,107,Green Card,Comedy,"Depardieu, Gérard","Weir, Peter"
1988,95,Gator Bait II,Action,"Muzzcat, Paul","Sebastian, Beverly"
1979,129,Being There,Comedy,"Sellers, Peter","Ashby, Hal"
1983,132,Terms of Endearment,Drama,"Nicholson, Jack","Brooks, James L."
1967,99,Woman Times Seven,Comedy,"Sellers, Peter","De Sica, Vittorio"
1990,101,Postcards from the Edge,Comedy,"Quaid, Dennis","Nichols, Mike"
